Seed,DesiredNegatives,LegendaryNegatives,SkipTagOne,SkipTagTwo,RandomNegatives
A5LL7E3,1,0,1,0,0
9ZULR23,1,0,3,0,1
A2BC6VC,1,0,0,1,2
A89WFQG,1,0,1,0,2
A2QPKR2,1,0,1,0,0
9XQBK1L,1,0,0,1,2
A71XOQB,1,0,0,1,1
A47W7UG,1,0,0,1,2
A6DJARB,1,0,0,1,2
9UFGAHR,1,0,1,0,0
ABSBZU7,1,0,2,0,1
A31LYJ6,1,0,2,0,0
AA7PNPU,1,0,0,1,0
AA8K3AN,1,0,1,0,1
ABZJS6A,1,0,0,1,0
ACJSV5M,1,0,1,0,1
A9PLH24,1,0,1,0,1
ALG4837,1,0,0,1,1
AEBX32S,1,0,0,1,3
A6BQ87E,1,0,1,1,2
A53UR4A,1,1,0,0,1
ACTTRXP,1,0,2,1,2
AGM6SAX,1,0,1,0,0
AI4JM62,1,0,0,1,3
A9OLDT7,1,0,0,2,0
ADKRW9W,1,1,2,0,0
ALLHM93,1,0,0,1,0
AJMRPRY,1,0,0,1,1
AEWUS9Y,1,0,1,0,0
ALAM516,1,0,0,1,2
AT48S1S,1,0,2,0,3
AD3GPH1,1,0,0,1,2
AKLBGA3,1,0,1,0,2
AYN7HS3,1,0,0,1,0
ARGL56T,1,0,2,0,2
AOMACZU,1,0,1,0,0
AAL2MRJ,1,0,1,0,0
AM1DFYH,1,0,1,0,0
AQ3MXNU,1,0,0,1,0
AFBRNSG,1,0,1,0,1
ARJX7WS,1,0,0,1,1
AXXR3F3,1,0,0,1,2
AOYWQFO,1,0,1,0,2
ARS9GD1,1,0,0,1,2
B3PPDIP,1,0,1,0,1
AYI83OV,1,0,0,1,1
ALREPUH,1,0,0,1,1
APIJLHN,2,0,2,0,1
AMV7CEV,1,0,0,1,1
AQVFB2C,1,0,0,1,1
ASDUIHP,1,0,1,0,0
AW2F6Y8,1,0,1,0,1
AQHF5G8,1,0,1,0,1
AU45J9K,1,0,1,1,1
B54GKES,1,0,0,1,0
B7SRXRS,1,0,1,1,4
AXBGGOY,1,0,1,0,1
BC4WILA,1,0,0,2,1
AVECPYU,1,0,2,0,1
AWMG75U,1,0,0,1,0
AXTV766,1,0,0,2,0
AWDZ674,1,0,0,1,1
B4LW8GG,1,0,3,0,1
AYTF1S8,1,0,0,1,0
B5WBESD,1,0,1,0,3
AXUYTNH,1,0,0,1,2
BED7A2L,1,0,0,1,0
B61L756,1,0,0,1,2
B2NLBWN,1,0,1,1,4
AQ2FOAB,1,0,1,0,0
AUUM9TK,1,0,0,2,1
B2NZCVO,1,0,1,1,3
AZ4HCZ7,1,0,1,0,2
B5A49WK,1,0,3,1,0
B6AQPIF,1,0,1,0,0
AZJFFEI,1,0,1,0,2
B3D1LDL,1,0,2,0,0
B5S7IF8,1,0,0,1,2
B53CUPP,1,0,1,0,0
B92AEDO,1,0,1,2,1
BHZ2929,1,0,3,1,1
BDGZAHU,1,0,2,0,1
6DBV1LG,1,0,1,0,0
BDC4FHK,1,0,1,0,0
B2K23O7,1,0,0,1,1
BPXLTZB,1,0,1,0,1
BFQTXF7,1,0,1,0,1
BKGQUR6,1,0,1,2,1
BRQESA5,1,0,2,0,1
BEI35UC,1,0,1,0,0
BL3NES1,1,0,1,0,0
BIZVVN3,1,0,0,1,2
BO2A68I,1,0,0,1,0
BM5CAFW,1,0,1,1,5
BMFC76T,1,0,0,1,1
BO7FDQD,1,0,0,1,1
BYN3LUW,1,0,1,0,0
BPE9EMH,1,0,0,2,0
BTO241Q,1,0,0,1,1
BGXNY9K,1,0,1,0,1
CIOKV65,1,0,1,0,0
BYLOCNV,1,0,1,1,0
C4QDG7K,1,0,1,0,1
BUB7ZJ2,1,0,3,1,0
C8RW8X7,1,0,1,0,2
C3XQYI1,1,0,1,1,0
CE1JMOO,1,0,0,1,1
BMH9XE4,1,0,1,0,2
C1ZIFD8,1,0,1,1,2
BZZLKEN,1,0,0,1,1
C8EB5DQ,1,0,0,2,1
BSX8UK7,1,0,0,1,1
BSE5HYG,1,0,1,0,2
6EE9JT3,1,0,0,1,0
BV3GY7F,1,0,1,0,1
BVOMKZE,1,0,1,1,3
C8ELH5U,1,0,1,1,0
C3YFB8N,1,0,1,1,1
C6NXN57,1,0,1,2,1
CGWHLJD,1,0,1,0,1
CCAIVO7,1,0,1,0,1
CFOL9RV,1,0,1,0,2
COEEEDN,1,0,0,1,1
CFWCQF8,1,0,1,0,2
CPKATMP,1,0,0,1,1
C5Q5IDK,1,0,0,1,1
C9YGVOD,1,0,1,0,0
BT7MI4D,1,0,1,1,1
CVZ4TPC,1,0,1,1,0
CVLADY5,1,0,0,1,2
CNCJREY,1,0,1,2,2
6ETW3SZ,1,0,1,2,1
CBSFOQ2,1,0,0,1,1
C74LEI6,1,0,1,1,2
CHTQZCG,1,0,1,1,0
CEX4ECX,1,0,1,1,1
CNC3DCZ,1,0,0,1,2
CRRSCRY,1,0,1,2,0
CGKAFUY,1,0,1,0,0
CJA93A3,1,0,0,1,0
E96FMKQ,1,0,1,0,1
CMFE4KK,1,0,1,0,1
CFLN38V,1,0,1,1,1
CJ77P12,1,0,1,1,0
CVXNBI9,1,0,1,0,2
CRYNF8T,1,0,1,1,0
CMP3DF5,1,0,1,1,1
CQ2KQ81,1,0,0,1,2
CT9IVCG,1,0,1,1,1
D1Y8JXF,1,0,0,3,2
CZE78B2,1,0,2,0,2
CS8XR93,1,0,1,0,1
D2B2MLU,1,0,3,2,2
CR5MI4A,1,0,1,0,1
D4DAJT1,1,0,1,0,1
D9E1M9X,1,0,0,1,0
DA8CYN2,1,0,1,0,0
CWIFY6Q,1,0,1,0,0
CWHETNE,1,0,0,1,0
CJIKM1E,1,0,1,0,2
CUIJ4MS,1,0,2,0,2
CXMYEBS,1,0,1,1,4
CTOTV3R,1,0,0,1,1
D9H1SFR,1,0,0,1,1
D8GOV4B,1,0,0,1,2
D688C2S,1,0,0,1,0
CP1LGA9,1,0,1,1,1
DAZ7JU1,2,0,0,0,2
DJH4T6Q,1,0,1,0,2
D559TFR,1,0,0,1,1
CZDL1G8,1,0,1,0,0
D9HKHBE,1,0,1,0,0
DL96UOO,1,0,1,0,0
DLSKPB5,1,0,2,3,2
DBRE797,1,0,1,0,1
COQRDY6,1,0,1,1,0
DCUMTJ2,1,0,1,0,0
DFMW84D,1,0,1,1,2
CT22VZI,1,0,1,2,1
D5F3Y3B,1,0,1,0,0
DW6HZBJ,1,0,1,1,0
DQ4WD6T,1,0,1,0,2
DDSWEHH,1,0,0,2,0
DCWKN84,1,0,0,1,0
D5MVNLM,1,0,0,1,0
DPD7DDA,1,0,0,2,0
DA4PD4J,1,0,0,1,0
D9V81IT,1,0,1,1,2
E1QR4PZ,1,0,0,1,1
DG7X819,1,0,0,2,1
DHCM9WR,2,0,0,0,2
DTWM5P8,1,0,2,0,2
DT1Y4NV,1,0,0,1,2
DIB1KTW,1,0,1,0,0
DCJXCYR,1,0,0,1,1
DNATPF2,1,0,1,1,0
DN6GIUM,1,0,1,0,2
DY93KV5,1,0,1,0,1
E3HEVY5,1,0,1,0,0
E1BRURS,1,0,0,1,2
E1AZXF6,1,0,0,2,1
DNE6NJE,1,0,0,1,1
ECHQZ3R,2,0,0,2,0
DDWWUMO,1,0,1,3,0
DUW19S8,1,0,0,1,1
DMKUFJS,1,0,0,1,1
EJ76UNK,1,0,1,1,1
ENDP18V,1,0,1,0,0
E5KEL14,1,0,1,0,2
E491FXR,1,0,1,0,3
DKLU499,1,0,1,2,1
EE4HXPR,1,0,1,0,2
ELJSLYN,1,0,1,0,1
DQRA4IY,1,0,2,0,2
DZO6LZM,1,0,1,0,0
DNO5KLU,1,0,0,1,1
EO8HQOU,1,0,0,1,0
E8GJVID,1,0,1,2,0
EEJZU8H,1,0,0,1,0
E41CAK4,1,0,2,1,3
E5SR5BF,1,0,0,1,3
E3KCVGZ,1,0,0,1,1
EILLXYR,1,0,0,1,1
EMUJGP2,1,0,1,0,1
E4AI167,1,0,1,1,1
DY9JVJH,1,0,0,1,0
E7IPJ6S,1,0,2,0,6
DXL3DCP,2,0,1,0,0
EJSYUNI,1,0,0,1,1
EDFNI6X,1,0,1,0,1
EIEBZCU,1,0,0,1,2
EBGA1ZX,1,0,0,1,0
E7BD7ZW,1,0,0,1,2
F5BZI9E,1,0,1,2,0
EVLZ8Z2,1,0,0,1,1
EVNLH8J,1,0,0,1,1
EP2SYQK,1,0,2,1,2
EI53W71,1,0,0,1,2
EWFN5ZT,1,0,1,0,0
F3W97KU,1,0,1,0,1
EKCDDRV,1,0,1,0,1
EI77OTB,1,0,1,0,0
FAYV7K6,1,0,1,0,2
E9CU3TB,1,0,1,3,4
F4YAXH2,1,0,1,0,3
EZJN5G8,1,0,1,0,2
F1LOSE8,1,0,0,1,1
FJIB7L3,1,0,1,1,1
EKYLND4,1,0,1,0,5
F2UUYOI,1,0,0,1,2
EL59GNC,1,0,2,0,4
FVZGBQG,1,0,0,1,1
F8NOOZS,1,0,2,0,0
FARMFJ2,1,0,1,0,0
F2LDM5Z,1,0,1,1,1
EYNINAV,1,0,0,1,0
F3BAGX7,1,0,0,1,2
F8U2A7V,1,0,0,1,1
FCEUREQ,1,0,1,2,0
FAGVLGX,1,0,0,1,1
FB4GIJ5,1,0,1,1,1
F7IW2NS,1,0,2,0,1
EL78MYA,1,0,0,2,1
FC9CSAV,1,0,0,1,2
F7QGRF5,1,0,1,0,0
ESPH64R,1,0,0,1,0
FE5TBAV,1,0,2,0,1
FQQYZWX,1,0,0,1,0
FKDYCNE,1,0,1,0,2
FBHSG5B,1,0,1,0,0
EW56RX7,1,0,1,0,0
FE2QN6G,1,0,1,3,3
FNXXPCG,1,0,0,1,1
FLW51NV,1,0,1,1,1
FMY1ZF7,1,0,2,0,0
FLI5OY7,2,0,2,0,0
FTC9P74,1,0,1,0,1
G12ITQ8,1,0,1,3,0
FW24VOJ,1,0,1,1,3
FHEPDRX,1,0,0,1,1
FRFOQNR,1,0,0,1,1
FWA11DS,1,0,1,0,0
G489ZMJ,1,0,0,2,3
FUY1Z63,1,0,1,0,1
FJ4L5OR,1,0,1,0,3
F82D5YP,1,0,1,1,3
FOPI2YD,1,0,1,0,1
FO732V6,1,0,1,0,0
FG7KOAU,1,0,0,2,1
FGFLLXZ,1,0,0,1,0
FR86KJ1,1,0,1,0,2
FVSYHBH,1,0,0,1,0
FNEFC8A,1,0,1,1,2
FFO2FT7,1,0,1,0,1
FOYNKIZ,1,0,0,2,0
FQS9EUY,1,0,1,0,2
FYQT5FM,1,0,0,1,2
GFJQ26M,1,0,1,1,1
G7ZIB81,1,0,0,2,1
G1VNB8C,1,0,1,2,2
GBF94VG,1,0,0,1,1
GNJC2IP,1,0,1,2,0
G3PRTRE,1,0,2,0,1
FIKC5IZ,1,0,0,1,0
FJMWGUL,1,0,1,0,2
G7EG15L,1,0,1,0,0
G16TY7J,1,0,0,1,1
H16UL5O,1,0,0,1,3
GEEI2Q7,1,0,1,0,0
G3PUBKS,1,0,1,1,0
GLWOFZ2,1,0,0,2,0
G88JAVH,1,0,1,0,0
GNO36IK,1,0,1,0,0
GAZHZOA,2,0,0,0,3
GCDHG2Y,1,0,1,0,0
GT5C89O,1,0,0,1,1
FRH2OXO,1,0,1,1,2
G5GSKYA,1,0,0,3,2
H135TPS,1,0,1,1,0
GLADZTT,1,0,0,1,0
GJUQ4ZK,1,0,1,0,2
G55P2MK,1,0,0,1,0
GBEIBVE,1,0,1,0,0
FURPPKT,1,0,1,1,1
GJWC3AH,1,0,1,0,2
G1GZJYC,1,0,1,0,0
GWQUJTD,1,0,1,1,1
G7BEKEI,1,0,0,1,1
H2NIO9O,1,0,1,0,0
H431WSG,1,0,1,2,2
GSX7SCL,1,0,1,0,0
GTQMPGA,1,0,1,0,2
GFEEVPW,1,0,2,0,1
GDP64V1,1,0,1,1,1
GAD6AN1,1,0,0,1,1
GOF2AUG,1,0,1,1,0
H5Z4GKM,1,0,1,1,3
GHCOQ3Q,1,0,2,0,0
HJC9O1V,1,0,1,0,0
6KUNJH6,1,0,2,0,1
GPYXZ3R,2,0,1,0,0
H49AV94,1,0,0,2,0
HBV99XZ,1,0,2,2,2
HHBU1E9,1,0,1,0,1
GL9JKJD,1,0,0,1,1
GNBDCQN,1,0,1,0,1
GCKRHTF,1,0,1,0,0
H7CTH1H,1,0,2,1,1
HBTA84T,1,0,0,1,1
HFTXR1S,1,0,1,0,0
HKBI2U2,1,0,0,1,1
H8C5A38,1,0,2,1,1
GT8I7W5,1,0,1,1,0
HR2Y7VF,1,0,1,0,0
H7LVSAA,1,0,0,1,0
GUOGUX4,1,0,2,0,2
IPDP5PB,1,0,0,1,1
GFJ62X7,1,0,1,0,0
H9BLUYP,1,0,1,0,1
HDBTUZA,1,0,1,0,0
HOQDUNA,1,0,1,1,2
GVE5MCN,1,0,0,1,0
GWWKODU,1,0,1,0,2
GU33W7G,1,0,2,0,0
IBFZBXR,1,0,0,1,1
H3G5GOP,1,0,0,1,0
I6QAICE,1,0,2,0,1
IF6Q5QI,1,0,1,0,1
H8ZSW33,1,0,0,2,1
H35RL3M,1,0,1,1,1
GW5XY5B,1,0,0,2,1
I5HAFKQ,1,0,1,0,1
H2GZHO7,1,0,2,0,1
HTSL7F6,2,0,0,0,0
IKTU4MH,1,0,1,1,0
HRW18LW,1,0,1,0,1
IGNR24C,1,0,0,1,0
HY9TYPZ,1,0,1,0,0
I6KW1FM,1,0,1,0,1
ITRH9JB,1,0,2,0,1
J2RG3JL,1,0,1,1,1
HNZUTTG,1,0,2,1,1
HBK2A3Z,1,0,1,0,0
HBNAV8F,1,0,2,0,0
I9XK6T6,1,0,1,0,1
HZHRQUG,1,0,0,1,2
IQG4IN4,1,0,0,1,0
I12OZRV,1,0,3,1,0
HLCDRKH,1,0,0,1,0
J2YDBIP,1,0,1,1,0
HXJQ32G,1,0,2,2,0
IP9T9BT,1,0,0,1,2
I9ZW9K3,1,0,1,1,0
HNMAMJU,1,0,0,1,0
I3JXBL2,1,0,1,0,1
IZ1T2AS,1,0,1,2,0
IPU3MUF,1,0,4,1,2
HS9S8LH,1,0,1,0,1
I4RI7W6,1,0,1,0,2
IUJ79GQ,1,0,0,2,1
I63EY1H,2,0,1,1,0
HWSQOLA,1,0,0,1,0
IHSWM6V,1,0,0,1,0
J84E59A,1,0,0,1,0
IZYAEAP,1,0,1,1,1
IWULYK1,1,0,0,1,0
IV6GPCZ,1,0,1,0,0
IXH5OBB,1,0,1,0,0
ICVDUUF,1,0,0,2,0
IIBMS5K,1,0,1,0,0
IX6XO1C,1,0,1,1,3
IXA1F7G,2,0,1,0,1
HNHJLJA,1,0,1,1,2
J55EM84,1,0,1,0,3
IR1CKH8,1,0,0,1,2
IJK32OP,1,0,0,1,0
JR4OBBT,1,0,1,0,0
I9S5ROX,1,0,0,1,0
IY63J8N,1,0,1,0,0
IUUD9RP,1,0,1,1,0
J5AJM5Y,1,0,1,0,1
JIL767U,1,0,1,0,0
IOCE6IT,1,0,1,1,0
IL8WNO2,1,0,1,0,0
J1H1P5R,1,0,1,0,1
J9P68IV,1,0,1,1,1
J9KCJE4,1,0,0,1,2
KKOA1F5,1,0,1,0,2
JCGS61Y,1,0,1,0,1
IL5A7QU,1,0,0,2,2
J8URCPL,1,0,0,1,0
JDVCMRR,1,0,2,0,0
JUA746V,1,0,0,1,2
K3FWA6W,1,0,1,0,0
6O9NLJB,1,0,0,1,2
IOI8TKJ,1,0,0,1,1
IDLS7TY,1,0,1,2,1
IRASX3N,1,0,1,0,1
IXAWSR3,1,0,1,1,1
JOMYMJ5,1,0,1,1,0
JVCMOFM,1,0,0,1,1
IP5FYYC,1,1,2,1,0
I5L8KCI,1,0,1,1,3
JGNIIJH,1,0,3,1,1
JQN9RJ4,1,0,0,1,2
J1LBOB5,1,0,1,2,2
JI8F2K7,1,0,2,0,1
JDBXV7R,1,0,0,1,0
KKRBIKT,1,0,1,2,0
JRD7PAD,1,0,0,1,1
IY83T6J,1,0,1,1,1
JN2V45H,1,0,1,2,2
J6YR7SK,2,0,0,0,2
KB836M3,1,0,0,1,0
J2PDJVA,1,0,1,0,0
J1FMKLK,1,0,1,0,0
JFKNLLB,1,0,1,0,0
JROSUQG,1,0,0,1,1
KSS83JK,1,0,2,1,0
JDDGGXE,1,0,1,0,1
JWJ1N1M,1,0,1,0,3
IYNENWK,1,0,1,0,0
K9PVIZM,1,0,1,0,0
JE9M6JO,1,0,0,2,0
J9K5HU9,1,0,0,1,1
KDJZGBJ,1,0,1,0,3
JB348HQ,1,0,1,0,2
JATS1IK,1,0,0,1,0
J8IURCN,1,0,0,1,1
KCR4ITG,1,0,2,0,1
JU7JJAJ,1,0,0,2,0
JAHYRFY,1,0,1,0,1
KIGBXKB,1,0,1,1,1
J1BUBS9,1,0,0,1,0
JQY69BE,1,0,0,1,1
JPNGBNH,1,0,1,0,1
J6MPXF2,1,0,2,0,0
JTAA88C,1,0,0,1,1
JKA5FG3,1,0,1,0,2
JWEOD2R,1,0,0,1,0
KJOJ4VD,1,0,0,1,1
JWTD6QM,1,0,0,1,2
KIAVCGT,1,0,0,1,1
LXO6CUN,1,0,1,1,0
K572MUS,1,0,2,0,2
K8HYX19,1,0,2,1,1
JX57HSV,1,0,0,2,0
KR6KHIU,1,0,0,1,0
KM1L1J6,1,0,0,1,0
KLVMOCY,1,0,0,1,1
KL3ZYJG,1,0,1,0,1
JPPPX47,1,0,2,0,2
L7A369U,1,0,1,1,1
KXAKFME,1,0,0,1,0
K9472D3,1,0,0,2,2
KK7WNWC,1,0,1,0,3
JVUSBWK,1,0,0,1,2
K55M8SW,1,0,1,0,1
KIOAGCE,1,0,2,0,1
KXB9VES,1,0,2,2,0
K63IUMT,1,0,0,1,0
KBB3MYO,1,0,0,1,1
KUT56NX,1,0,1,0,1
K431TT5,1,0,1,1,0
K7L89LA,1,0,0,1,1
KF51P4V,1,0,1,0,1
KQ4E8R1,1,0,2,0,3
LO2NK8U,1,0,1,1,2
L928Q7R,1,0,1,2,2
KEP8D6C,1,0,1,2,1
L59Y2TG,1,0,0,1,1
LHHOCM6,1,0,2,0,1
LPEMU6Q,1,0,0,1,2
KGCTT3K,1,0,1,1,1
KQACGG4,1,0,1,0,1
KQBJIK8,1,0,1,1,1
LIDB6LM,1,0,0,1,1
LGMM4MK,1,0,1,1,0
KVK12IR,1,0,1,1,1
KNWAEE1,1,0,1,1,0
KFO7DA2,1,0,1,1,1
K3MM9IS,1,0,2,1,0
LF9QAFS,1,0,1,1,0
KGEDH7N,1,0,0,1,1
LSCBSI8,1,0,0,1,1
LS3Y7NF,2,0,3,0,1
L9HG299,1,0,1,0,0
KSGQNAJ,1,0,1,0,1
KX4QNCL,1,0,2,0,0
KZ4ZKL5,1,0,1,0,0
KFB87XM,1,0,0,1,1
LBKFRAF,1,0,1,0,1
KZNMFBY,1,0,1,1,4
L9S5LTO,1,0,1,1,0
LDG6KDO,1,0,0,1,2
KILVDQS,1,0,2,0,0
KUE4OTK,1,0,0,1,0
KUSYDC3,1,1,1,1,2
KT6CWDE,1,0,1,0,1
LGTI7BE,1,0,1,1,2
L4PEC6Q,1,0,0,1,1
KWRDMWT,1,0,0,2,2
LSRFLFR,1,0,1,0,1
KKGIHDY,1,0,1,0,2
KVD8CMJ,1,0,0,1,1
KNYFIEN,1,0,1,1,0
KFCGG93,1,0,0,1,3
LFG4ZUS,1,0,1,3,2
M4ZWNWI,1,0,0,2,2
LIK1F45,1,0,1,0,2
LK5ZN2Y,1,0,0,1,0
LTGWBOH,1,0,1,0,0
KAQD6DQ,1,0,1,0,1
KZMGI4B,1,0,0,1,0
LNIAYQX,1,0,1,0,0
LOZMJ2E,1,0,2,1,0
KO5O5SN,1,0,0,1,2
KQKXGTL,1,0,1,1,0
L9J5UIA,1,0,1,1,0
LVH77SD,1,0,1,0,0
LHU83ML,1,0,2,0,0
KYQFHC1,1,0,1,0,0
MDX4ME4,1,0,1,0,1
KW26EWZ,1,0,0,1,2
