Seed,Score,Perkeo,Canio,Triboulet,Yorick,Chicot,Blueprint,Brainstorm,NegSkipTags
BSMRR9SR,3,1,0,0,0,1,0,1,4
C2VBTPUJ,4,1,0,0,1,0,1,1,4
BXWR3EZ2,3,1,0,0,0,0,1,1,5
BY21NEBU,3,1,0,1,0,0,1,0,4
BZG4MEX9,3,1,0,0,0,0,1,1,4
BZAF4WPL,3,1,0,1,0,0,0,1,4
BXYTZGT1,3,1,1,0,0,0,1,0,4
BZIB6B8U,3,1,0,0,0,0,1,1,4
BXXNOBED,3,1,0,0,0,0,1,1,5
BWOSHSQ2,3,1,0,0,1,0,1,0,4
C34YMDUB,3,1,0,0,0,0,1,1,5
BXT86Q18,3,1,0,0,0,0,1,1,4
BZK5F8JN,3,1,1,0,0,0,0,1,4
C2Y1FAMW,3,1,0,0,0,0,1,1,5
BU5MK8QP,3,1,0,0,0,0,1,1,5
BY2QZGIM,3,1,0,0,1,0,0,1,4
BSO7UEW1,3,1,0,1,0,0,1,0,4
BWKV6M95,3,1,1,0,0,0,1,0,5
BY1IBFR6,3,1,0,0,0,0,1,1,4
BY1U5J8Y,3,1,0,1,0,0,0,1,4
BX48IHJW,3,1,0,1,1,0,0,0,5
BYBG18JX,3,1,0,0,0,0,1,1,4
BSBXZNDS,3,1,0,0,1,0,1,0,4
BX138654,3,1,1,0,0,0,0,1,4
BWT4VXK3,3,1,0,0,0,0,1,1,4
C33ZMR9B,3,1,0,0,0,0,1,1,4
BY1LMGWD,3,1,0,0,1,0,0,1,4
BY2Q83JQ,3,1,0,0,1,0,0,1,4
BYBFR3ZU,3,1,0,1,0,0,0,1,4
BX5JWLVE,3,1,1,0,0,0,0,1,4
C3CJ4ARK,3,1,0,0,1,1,0,0,4
BWVHHLFC,3,1,0,0,0,0,1,1,4
BX16NLXY,3,1,0,0,0,0,1,1,4
C3BGOEPO,3,1,0,0,0,0,1,1,4
C3CXBIE9,3,1,0,0,0,0,1,1,4
BXY5KHDD,4,1,1,0,0,0,1,1,4
BZMJ7AUD,3,1,0,0,0,0,1,1,4
C3BER27M,3,1,0,0,0,0,1,1,4
BWUYSDHW,3,1,0,0,0,0,1,1,4
BY9P9X6Z,3,1,0,0,0,0,1,1,4
BSVO5WOP,3,2,0,0,0,0,1,1,4
BZOD3MW7,3,1,0,0,0,0,1,1,4
BZSV96BS,3,1,1,0,0,0,1,0,4
BZ5GPFEU,3,1,0,0,0,0,1,1,4
BX52XI95,3,1,0,0,0,0,1,1,4
BZU3VOIP,3,1,1,1,0,0,0,0,4
BXZPY3P1,3,1,0,0,0,0,1,2,4
C3DN7TGC,3,1,0,1,0,0,0,1,4
C1DMYXP6,3,1,0,0,0,1,1,0,4
BX9CVQD5,3,2,1,0,0,0,0,1,4
BX7J2EGD,3,1,0,0,0,1,1,0,4
C3PKYY8E,3,1,0,0,0,0,1,1,4
BY36NU15,3,1,0,1,0,0,0,2,4
C3MRY91P,3,1,0,1,0,0,1,0,4
BSXG94Z5,3,1,0,0,0,0,1,1,4
BT4XVW11,3,1,0,0,0,1,0,1,4
BY5TNNYY,3,1,0,0,0,0,1,1,4
BZ5PX4Q2,3,1,0,0,0,1,0,1,4
C1JZWSI7,3,1,1,0,0,0,1,0,4
BYP5GI1A,3,1,0,0,1,0,1,0,4
BYURGCQJ,3,1,0,0,0,0,1,1,4
BX5PYRME,3,1,0,0,1,0,0,1,4
C3UVY2ZZ,3,1,0,0,0,1,0,1,4
C3UZYYXB,3,1,0,0,0,0,1,1,4
C18MHJ63,3,1,0,0,0,0,1,1,5
C3XPXZ7Y,3,1,0,0,0,0,1,1,4
C3SIYZB9,3,1,0,0,0,0,1,1,4
BXJBBGWY,3,1,0,0,1,0,0,1,4
C4A34ACO,3,1,0,0,0,0,1,1,4
BU6GRGET,3,1,0,1,0,0,0,1,4
C3VSHKRF,3,1,0,0,0,0,1,1,5
BXFE44PW,3,1,0,0,0,0,1,1,4
BSU7VOTK,3,1,0,0,0,0,1,1,4
BZ1XKFFB,4,1,0,1,0,0,1,1,5
BYDLMFJ6,3,1,0,0,0,0,1,1,4
C3XPFYV7,3,1,0,0,0,0,1,1,4
BYBTXWI1,4,2,0,1,0,1,0,1,4
C3VP36FJ,3,1,0,0,1,0,0,1,4
BSZ56B89,3,1,0,0,0,0,1,1,4
BYQ81P3O,3,1,1,0,0,0,1,0,4
BXQIPOK8,3,1,0,0,1,0,0,1,4
C1SWZH5F,3,1,0,0,0,0,1,1,4
BXJCXC1H,3,1,0,0,0,0,1,1,5
BXN92VWO,3,1,1,0,0,0,1,0,4
BXQUZVDF,3,1,0,0,0,0,1,1,4
BSKR5MCP,3,1,0,0,0,0,1,1,4
C42EJXRJ,3,1,0,1,0,0,0,1,4
BYIIB7JY,3,1,0,0,0,0,1,1,4
BXEBLVAO,3,1,1,0,0,0,1,0,5
BXO7MQXE,3,1,0,0,1,0,0,1,4
BXM8E9JO,3,1,0,0,0,0,1,1,5
BY38X1AP,3,1,0,0,0,0,1,1,4
C4A9GENT,3,1,0,1,0,0,1,0,4
BRZ8NLRR,3,1,0,0,1,0,0,1,4
BZ15QMKR,3,1,0,0,0,0,1,1,4
BWU42OHY,3,1,0,0,0,1,1,0,4
C1YPMJZ8,3,1,0,0,0,0,1,1,5
BXQBI6RP,3,1,0,0,1,0,1,0,4
C4OOHHKW,4,1,0,0,1,0,1,1,5
BTFTZYIL,3,1,0,0,0,0,1,1,4
BXX8VKFE,3,1,1,0,0,0,1,0,4
BT39X6M9,3,1,0,0,0,0,1,1,4
BXFVNNEG,3,1,0,0,0,1,0,1,4
BZ6YDNVB,3,1,0,0,0,0,1,1,4
BYZJ6F3G,3,1,0,1,0,0,0,1,4
BXS8XZ94,3,1,0,0,0,0,1,1,4
C1Q7OT89,3,1,0,0,0,0,1,1,5
C1JQQ8WG,3,1,0,0,0,0,1,1,4
BXI9UIKB,3,1,0,0,0,0,1,1,4
C26KL8TM,3,1,0,0,0,1,0,1,4
BZ8LEVQ4,3,1,0,0,0,0,1,1,4
BUXNFS97,3,1,0,0,0,0,1,1,4
BTBM7J79,3,1,0,0,0,0,1,1,4
C1SE5SU6,4,1,1,0,1,0,1,0,4
C4NLUTMA,3,1,0,0,0,0,1,1,4
BZEEV9A2,3,1,0,0,0,0,1,1,4
C1SEVDH7,3,1,0,0,0,0,1,1,4
C4K1I8XI,3,1,0,0,0,0,1,1,4
BZS8X6JY,3,1,0,0,0,0,1,1,5
BSFLSPFW,3,1,0,0,0,0,1,1,4
C12IT69O,3,1,0,0,0,0,1,2,4
C4KJCUG6,3,1,0,0,0,0,1,1,5
BT6V7NB8,3,1,0,0,0,0,1,1,4
BUEQOZZM,3,1,0,0,0,0,1,1,5
BZSJJUXS,3,1,0,0,1,0,0,1,4
BZCA4UYC,3,1,1,0,0,0,0,1,4
C1NZSIWM,3,1,0,1,0,0,0,1,4
C1WIH28V,3,1,0,0,0,0,1,1,4
BSSTINPG,3,1,0,0,0,0,1,1,5
C4RIDOV7,3,1,0,0,0,1,1,0,4
BYSTN1RO,3,1,1,0,1,0,0,0,4
BZJ9YFB9,3,1,1,0,0,0,0,1,4
C4T7QQGW,3,1,0,0,0,0,1,1,4
BZOD9LEB,3,1,0,0,0,0,1,1,7
BUIAT4JH,3,1,0,0,0,0,1,1,4
BXR2A9SX,3,1,0,0,0,0,1,1,6
C4RTW82N,4,1,1,0,1,0,0,1,4
C4R8O168,3,1,0,0,0,0,1,1,4
C4RB5DUB,3,1,0,0,0,0,1,1,4
C1ZRKTGZ,3,1,0,0,0,0,1,1,4
C245G178,3,1,0,1,0,0,1,0,4
BY4ALBW3,3,1,0,0,0,0,1,1,4
BZ7VEGL8,3,1,0,0,0,0,1,1,4
C142GR6B,3,1,0,0,1,0,0,1,4
BTZQVSXZ,4,1,0,0,0,1,1,1,4
BZ1B6UVD,3,1,0,0,0,0,1,1,4
C54151HO,3,1,0,0,0,0,1,1,4
BY6LCB3Z,3,1,0,0,0,0,1,1,4
BZQP6IJT,3,1,0,0,1,0,1,0,5
BY999N7M,3,1,0,0,0,0,1,1,4
C55XP1TJ,3,1,1,0,1,0,0,0,4
C577WEAA,3,1,0,0,0,1,1,0,4
C57IDRXP,3,1,0,0,0,0,1,1,4
BXZXMT4B,3,1,0,0,0,0,1,1,4
