Seed,Score,Negative_Jokers,Negative_Blueprint,Negative_Brainstorm,Blueprint,Brainstorm,Perkeo,Odd_Todd,Negative_Odd_Todd,9,Magic_Trick,Illusion,DNA,Pareidolia,Golden_Ticket
C5XYD8CQ,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5Y1D1AO,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
C5Y379F2,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
C5Y4DCY4,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5YEUUSJ,27,0,0,0,0,1,1,0,0,10,0,0,1,0,0
C5YFCKBQ,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
C5YJ5F9W,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
C5YQIR9T,27,0,0,0,0,0,1,0,0,11,0,0,1,0,0
C5YV242W,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5Z6FMCS,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5Z7CF6U,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5ZAFA53,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5ZHHH6U,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
C5ZLO1MX,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5ZSJ1VB,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5ZTF4PB,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
C611GWR7,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C6138Y5T,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C613EBWN,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
C61EXDYS,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C61FIDJQ,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C61HMQ9W,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
C61IKOY9,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C61JDUUL,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C61JGM1W,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
C61OFU1M,27,0,0,0,1,0,1,0,0,10,0,0,1,0,0
C627AXEM,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C62EL25E,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
C62KBSRE,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C63PDA1U,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C63QKDO3,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
C63THDLG,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
C63VMZ15,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C63YWRGJ,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
C645IM7F,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C6466GOQ,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C64JM8UP,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C64NIX3D,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
C64NKLWL,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C64UE3GY,27,0,0,0,0,0,1,0,0,10,0,0,0,1,1
C651INEP,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
C657RUNW,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C65BCE4R,27,0,0,0,1,0,1,0,0,10,0,0,0,1,0
C65JTSXD,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C65VS9UT,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C665NYRC,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C66F1O11,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C66LI7Q6,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C66P4WBZ,27,1,0,0,0,0,2,0,0,10,1,0,0,0,0
C66UWRKJ,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C66WNZ9V,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C66ZTFTY,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C67FPCB9,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C67GDNQH,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C67GMMNP,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C67HAF7X,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C67MUCOH,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
C67YGF5F,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C6811WUU,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C686T1ZO,27,0,0,0,0,0,1,0,0,10,0,0,1,1,0
C68BHUTX,27,0,0,0,0,0,1,0,0,11,0,0,1,0,0
C68KMMIG,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C68KQ4K5,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
C69166YZ,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C697P74R,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C6A169MY,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C6A6NFQX,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
C6ABFI5Y,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C6ABMR8B,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C6ABXQI5,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C6ACD9OS,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C6ADTFUS,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C6AHNCQR,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C6AKCKGJ,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C6AU3TQF,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C6B5OV3P,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C6B8TZLB,27,0,0,0,1,0,1,0,0,10,0,0,0,0,1
C6BADWC4,27,0,0,0,0,0,1,0,0,11,0,0,1,0,0
C6BKXQKZ,27,0,0,0,0,1,1,0,0,10,0,0,1,0,0
C6BNE347,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C6BQJW3Z,27,0,0,0,0,0,1,0,0,11,0,0,1,0,0
C6BWHTQU,27,0,0,0,0,0,1,0,0,10,0,0,0,1,1
C6BXS5JH,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C6CK3WMN,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
C6D2F1C8,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C6D5C7ZJ,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
CADTE3,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
CGCC4J,27,0,0,0,0,0,1,0,0,10,0,0,1,1,0
CLD91I,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
D1KK6,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
D2NYKM,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
D42564,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
DAOP4W,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
DEZ8IM,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
DRUMUI,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
E18I9G,27,1,0,0,0,0,1,2,0,10,0,0,0,0,0
E3DJ25,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
E4ULNL,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
EC1F1W,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
EDQKYG,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
EW39OU,27,0,0,0,0,0,1,0,0,10,1,0,0,0,1
F8G3BC,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F8OVDATS,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
F8OWT7O9,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
F8P1IDX5,27,2,0,0,0,1,1,0,0,10,0,0,0,0,0
F8PR8WDD,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F8Q9M5XN,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F8QDT84S,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
F8QOR3TM,27,0,0,0,0,0,1,0,0,10,1,0,0,0,1
F8QQ4YRK,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F8QUHS67,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
F8QZ66KR,27,0,0,0,0,0,1,0,0,11,0,0,0,0,1
F8R1392D,27,0,0,0,1,0,1,0,0,10,0,0,0,0,1
F8R15SMH,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
F8RHAE7Z,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
F8ROHB1Z,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F8RUC4V2,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
F8RV1DEM,27,0,0,0,0,0,1,0,0,10,1,0,0,0,1
F8S4R9O5,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
F8S4TPZ2,27,0,0,0,0,1,1,0,0,10,0,0,0,1,0
F8SC1XRY,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
F8SOYRWQ,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
F8SPJ3MU,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
F8SWKG5V,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
F8T9FKYP,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F8TCSQ52,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F8TYX356,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F8U68PLI,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F8U86M7H,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
F8UA54CW,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
F8UCWZV3,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F8UMNYVS,27,0,0,0,0,0,1,0,0,10,0,0,1,1,0
F8UOMFIB,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F8UVNUOK,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F8UWIR4X,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F8V7V5VN,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F8VAH7NB,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F8VF87YT,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F8VL5XZV,27,1,0,0,0,0,1,0,0,10,0,0,0,0,2
F8VZQIIE,27,0,0,0,1,0,1,0,0,10,0,0,0,1,0
F8W8X8NK,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F8WTVXCZ,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F8WVTCB2,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F8X8VCM2,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F8XJIJOK,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F8XLOFQW,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
F8XQXQBW,27,0,0,0,0,0,1,0,0,10,0,0,1,1,0
F8Y1BRVY,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F8Y3GH3N,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
F8YZEUXY,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
F8Z9IVXA,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F8ZJDSN3,27,0,0,0,0,0,1,0,0,10,0,0,1,1,0
F8ZJROGA,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F8ZO4II7,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
F911GXPH,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
F91D11BZ,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
F91E2Y89,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F91LC4XU,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
F91OCLD1,27,0,0,0,0,1,1,0,0,10,0,0,0,1,0
F91RNFLA,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F92E6SJQ,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F92IKMJP,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F92SVX1M,27,0,0,0,1,1,1,0,0,10,0,0,0,0,0
F933LVCA,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F939LEI8,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
F93HGG7C,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F93RX8QQ,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F93U1TM4,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
F93U5LKZ,27,0,0,0,0,0,1,1,0,10,0,0,0,0,1
F93XDXX3,27,1,0,0,0,0,2,0,0,10,0,0,1,0,0
F947CAW4,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
F94BAPV1,27,0,0,0,0,1,1,0,0,10,0,0,1,0,0
F94F9PVY,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F94GUHRD,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
F94I9WYC,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F94J86VK,27,0,0,0,0,1,1,0,0,10,0,0,0,0,1
F94JAQXE,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
F94L1X3D,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
F94MLZGC,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
F94T4XYQ,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
F959WGMM,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F95BTCG9,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F95EM2AR,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F95FAWRQ,27,0,0,0,1,0,1,0,0,10,0,0,1,0,0
F95IIIWH,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F95K4L9L,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
F95V8E1D,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
F96537G5,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
F96CFSTC,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F96JVXAN,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
F96P4XOT,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F97AOH3F,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F97CNYJ7,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
F97E64TL,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F97FP3C9,27,0,0,0,1,1,1,0,0,10,0,0,0,0,0
F97S7PGX,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
F97SWXQH,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F97V45BC,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
F9826TDH,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F9841DS2,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
F98D3MQT,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F98F553D,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
F98IH86G,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F98K8IHQ,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F98O3UT7,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
F991DZ8C,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
F99QDQYT,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F99UHRK4,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9A13BD3,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F9A3N3EW,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
F9A7OD7E,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9AR14QX,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F9AWPDPJ,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
F9B4FD19,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9BIADHE,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F9BSDL4C,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9BWIW4X,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F9C1O6ZG,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9C8NNAF,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
F9CCROS2,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F9CS1KXI,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F9CWX1IW,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F9D51DEK,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F9DF7XYY,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F9DH65U6,27,0,0,0,0,0,1,0,0,11,0,0,0,0,1
F9DIQ86V,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
F9DNPZ79,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
F9DQ1D1Y,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F9DQ49ET,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
F9DQDZPI,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9DQU62U,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F9DSJ2UU,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
F9DW3RAH,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
F9E4Q8LE,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F9E6LJ7P,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
F9E8IIYI,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
F9EHTV7V,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
F9EMGA1Q,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9EPUSPE,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
F9ES8M15,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9ETAURZ,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
F9ETJ6EB,27,1,0,0,0,0,1,2,0,10,0,0,0,0,0
F9F6HVNG,27,0,0,0,0,0,1,0,0,10,0,0,0,1,1
F9F7SR15,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
F9FCB1EL,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
F9FEKLJW,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
F9FPSI7B,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
F9FT8DIK,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
F9G7MLKW,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
F9G7R32X,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9GCKFEC,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
F9GI3QUK,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9GJR956,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
F9GQWG3Z,27,0,0,0,0,0,1,0,0,10,1,0,0,0,1
F9GVP8MM,27,0,0,0,0,0,2,2,0,10,0,0,0,0,0
F9GXO9VS,27,0,0,0,1,0,1,0,0,10,0,0,1,0,0
FB67CW,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
FEL66U,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
FHZILC,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
G4E8J2,27,0,0,0,0,0,1,0,0,11,0,0,1,0,0
GBZCLH,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
GED1WR,27,0,0,0,1,0,1,0,0,10,0,0,1,0,0
GINQKW,27,0,0,0,0,1,1,0,0,10,0,0,1,0,0
HIV1C,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
KBN8QLHX,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
KBNDC25L,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
KBNNWS5E,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
KBNR3L4A,27,0,0,0,0,0,1,0,0,11,0,0,1,0,0
KBNT6LNZ,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
KBO28SQD,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
KBO9E23A,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
KBOAZRCB,27,2,0,0,0,0,1,0,0,10,0,0,0,0,1
KBOCJ2M6,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
KBP9H83Y,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
KBP9NND9,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
KBPJJ7TG,27,0,0,0,1,1,1,0,0,10,0,0,0,0,0
KBPSVLUA,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
KBQ1F2P9,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
KBQ88VHD,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
KBQDB8GX,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
KBQKGZN4,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
KBQOBOOM,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
KBQPE59M,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
KBRICIZM,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
LTK45T,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
LYU6HY,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
M57VT5,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
M5D47,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
MAS3M,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
MBHLHV,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
MGDB4M,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
MN8VEQ,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
MRI6CJ,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
Q1J8AGAC,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
Q574H8G5,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
Q57AODEY,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RUAVDKKV,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
RUB1GGRI,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
RUB1U7MP,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
RUB3FLZ3,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
RUB727CV,27,1,0,0,0,0,2,0,0,10,0,0,0,1,0
RUBNDNLI,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
RUBXVXG4,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
RUC1WHUG,27,0,0,0,0,1,1,0,0,10,0,0,0,1,0
RUC518DH,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
RUC52627,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
RUCRNZW3,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
RUCS7C85,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
RUD5RAN8,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
RUD66Z6O,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RUD9LKQW,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
RUDBNLFN,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
RUDDXBWV,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
RUDNIEUY,27,0,0,0,0,1,1,0,0,10,0,0,0,1,0
RUDNQJ4V,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RUDW2R8C,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
RUDX1X8N,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
RUE22ABM,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RUE7PFWK,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
RUEI1YPW,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
RUEIDGOZ,27,0,0,0,0,0,1,0,0,10,0,0,0,1,1
RUF2VQ36,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
RUFBEL1U,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
RUFE1NTA,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
RUFH58TM,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
RUG2L2T8,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
RUG32CV8,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
RUGCME8M,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
RUGM27UR,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
RUGNFSWS,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
RUGQJPLN,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
RUGRK2G8,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RUH1KS7T,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
RUH3BD13,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
RUH52PUY,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
RUHOZDXS,27,0,0,0,0,0,1,0,0,10,1,0,0,0,1
RUI2UIHQ,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RUI33DW3,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RUI6JJ9L,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
RUIMMRE5,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RUIS198Z,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
RUITE9OK,27,0,0,0,1,0,1,0,0,10,0,0,0,1,0
RUIWVBRH,27,0,0,0,1,0,1,0,0,10,0,0,0,1,0
RUJ2XHVE,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
RUJF1DF5,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RUJJQU2V,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
RUJNJ5Z4,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
RUJX5GZE,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
RUJZG9XL,27,0,0,0,0,0,1,0,0,10,0,0,1,1,0
RUKABL4L,27,1,0,0,0,0,1,2,0,10,0,0,0,0,0
RUKF51U3,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RUKFYHCY,27,0,0,0,1,0,1,0,0,10,0,0,0,1,0
RUKLCQH2,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
RUKPDHEH,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
RUKXBGN7,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
RULEY5SH,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
RULVVSX9,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
RULX9JEV,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
RULXIJXY,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
RULXQJYT,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
RULY6HIS,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
